No,연번,브랜드명,사업장명,대표자명,업종(중분류),업종(소분류),주소,경도,위도,상태
28,929,인재육성형 중소기업,㈜프론티스,정현석,소매업; 자동차 제외,가전제품 및 정보통신장비 소매업,"경기 수원시 영통구 신원로 88 (신동, 디지털엠파이어2, 101동 1205호)",127.051461350896,37.2473104493434,정좌표
29,930,인재육성형 중소기업,㈜하이클로,장희정,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 평택시 서탄면 서탄로 446-43 (주)하이클로,127.025367031064,37.1202994591257,인근좌표
30,931,인재육성형 중소기업,㈜국제에스티,이경배,1차 금속 제조업,1차 비철금속 제조업,충남 논산시 연무읍 동산산업단지로 81 .,127.134283151212,36.129584972034,정좌표
31,932,인재육성형 중소기업,그린씨에스(주),배임성,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,전라남도 담양군 담양읍 에코산단4로 7 ,127.006062216303,35.3435573628137,정좌표
32,933,인재육성형 중소기업,에스제이이㈜,유모묵,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산 기장군 정관읍 산단7로 78-21 ,129.210143322592,35.3188403416786,정좌표
33,934,인재육성형 중소기업,가스켐테크놀로지(주),조창현,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,충남 천안시 서북구 성환읍 와룡길 350 ,127.113658552915,36.9511624669379,인근좌표
34,935,인재육성형 중소기업,(주)광명전기,"이재광,조광식",전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경기 안산시 단원구 목내로 160 (목내동),126.777925021933,37.3126764172751,정좌표
35,936,인재육성형 중소기업,(주)솔루더스,고성훈,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"경기 용인시 수지구 신수로 767 520호 (동천동, 분당수지 U-TOWER)",127.101720314267,37.3383168115862,정좌표
36,937,인재육성형 중소기업,㈜아인스에스엔씨,양영진,출판업,소프트웨어 개발 및 공급업,제주 제주시 첨단로 251 (영평동),126.571723692897,33.4498216498147,정좌표
37,938,인재육성형 중소기업,진영티비엑스(주),김준섭,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","경남 창원시 성산구  남면로 501 (내동, 진영티비엑스주식회사)",128.667639137037,35.2135888055514,정좌표
38,939,인재육성형 중소기업,아르고넷,박종진,출판업,소프트웨어 개발 및 공급업,대전광역시 유성구 유성대로1689번길 8-18 ,127.397913587426,36.3999494750727,정좌표
39,940,인재육성형 중소기업,㈜내츄럴스푸드,송용진,식료품 제조업,기타 식품 제조업,충청북도 진천군 신척산단3로 10 ,127.487082531667,36.9149094061915,정좌표
40,941,인재육성형 중소기업,(주)카본가람,이범종,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,대구 달성군 논공읍 논공로 391 ,128.466323520591,35.7318795395678,정좌표
41,942,인재육성형 중소기업,에스디코리아(주),김점식,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,경기도 화성시 남양읍 무하로110번길 92 (남양읍),126.855254323748,37.1756135778528,정좌표
42,943,인재육성형 중소기업,(주)시즈글로벌,김시육,도매 및 상품 중개업,생활용품 도매업,경기 성남시 중원구 사기막골로 52 612호 (상대원동),127.171171603877,37.4348607151474,정좌표
43,944,인재육성형 중소기업,(주)아산정밀,전태구,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산 강서구 화전산단2로134번길 41 (화전동),128.886756319183,35.0999222188984,정좌표
44,945,인재육성형 중소기업,(주)데이터마케팅코리아,이진형,정보서비스업,기타 정보 서비스업,"서울특별시 강남구  테헤란로53길 16 (역삼동, 예안빌딩) 3층",127.046936050998,37.5055515602117,정좌표
45,946,인재육성형 중소기업,(주)엠에스티통상,이미영,가구 제조업,가구 제조업,경기 화성시 남양읍 주석로184번길 25 (북양리),126.850356175988,37.213185290151,정좌표
46,947,인재육성형 중소기업,정우통상(주),정우용,도매 및 상품 중개업,음ㆍ식료품 및 담배 도매업,충북 청주시 서원구 남이면 양촌1길 9-58 ,127.472028292195,36.5857119530562,정좌표
47,948,인재육성형 중소기업,주식회사 플렉시고,이기용,연구개발업,자연과학 및 공학 연구개발업,충청남도 천안시 동남구 벌말2로 21 1층 103호,127.176993440443,36.8121621671103,정좌표
48,949,인재육성형 중소기업,(주)디엠테크놀러지,조창제,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경남 함안군 칠원읍 용정1길 1 (DMT),128.506452036845,35.3009181124525,정좌표
49,950,인재육성형 중소기업,(주)보다컴,류시훈,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,서울 강서구 허준로 217 1007호 (가양동),126.862889964784,37.5609643586837,정좌표
50,951,인재육성형 중소기업,(주)다온링크,한상민,금융 및 보험 관련 서비스업,금융 지원 서비스업,"서울특별시 동작구 보라매로3길 29 3층 7,8호",126.924990501147,37.4912110508503,정좌표
51,952,인재육성형 중소기업,(주)예스피치,김재중,출판업,소프트웨어 개발 및 공급업,"서울특별시 강남구  도곡로8길 6 (도곡동, 지호빌딩) 3층",127.035027891003,37.4901450432656,정좌표
52,953,인재육성형 중소기업,(주)한국그린켐,류희정,도매 및 상품 중개업,상품 종합 도매업,서울 서초구 동작대로 120 성산빌딩 7층 (방배동),126.982708432056,37.4872515881127,정좌표
53,954,인재육성형 중소기업,㈜어반베이스,하진우,정보서비스업,기타 정보 서비스업,서울특별시 서초구  서초대로77길 17 (서초동) 11층 1101호,127.025752037499,37.4995521647073,정좌표
54,955,인재육성형 중소기업,㈜테키스트,김춘호,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 안성시 원곡면 지문로 51-12 ,127.132910337691,37.0474756535068,정좌표
55,956,인재육성형 중소기업,켄코아에어로스페이스,케네스민규리,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",경남 사천시 사남면 외국기업로 152-44 ,128.057955900673,35.0656118126716,정좌표
56,957,인재육성형 중소기업,㈜삼우에스앤티,이상훈,도매 및 상품 중개업,상품 종합 도매업,경기도 성남시 분당구 운중로 129 마크시티옐로우 10층,127.077417479874,37.3919648913559,정좌표
57,958,인재육성형 중소기업,(주)인텍에프에이,최기수,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경기 용인시 기흥구 탑실로35번길 63 (공세동),127.112891335429,37.2439565837405,정좌표
58,959,인재육성형 중소기업,머신앤비전,하응주,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",충청남도 천안시 서북구 성환읍 왕지1길 151-1 (성환읍),127.100434415521,36.9104589260857,정좌표
59,960,인재육성형 중소기업,씨앤지하이테크(주),홍사문,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",경기 안성시 원곡면 승량길 162 ,127.166904815758,37.0826449731149,정좌표
60,961,인재육성형 중소기업,(주)함일셀레나,이동훈,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,경남 김해시 진영읍 서부로179번길 39-17 ((주)함일설레나),128.769865261162,35.2845663515262,정좌표
61,962,인재육성형 중소기업,모코엠시스,김인수,출판업,소프트웨어 개발 및 공급업,"서울특별시 마포구 상암산로 76 14층 (상암동,YTN뉴스퀘어)",126.892314183096,37.5791948255035,정좌표
62,963,인재육성형 중소기업,(주)엠이티,김영삼,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,대전광역시 유성구  테크노11로 46 (탑립동),127.407530693358,36.4147018733746,정좌표
63,964,인재육성형 중소기업,(주)우리소프트,김병일,출판업,소프트웨어 개발 및 공급업,"대구 달서구 월배로 175 (상인동, 우리빌딩8층)",128.532743918042,35.8175797992194,정좌표
64,965,인재육성형 중소기업,에어코리아(주),김헌수,"전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,경기 여주시 주내로 799-16 ,127.665703396372,37.2534593016402,인근좌표
65,966,인재육성형 중소기업,주성씨앤에어주식회사,박진수,창고 및 운송관련 서비스업,기타 운송관련 서비스업,"서울 중구 필동로 47 3층 (필동3가, 주성빌딩)",126.996095566475,37.5572860764063,정좌표
66,967,인재육성형 중소기업,장암칼스주식회사,구연찬,도매 및 상품 중개업,기타 전문 도매업,"서울특별시 영등포구  버드나루로 84 (영등포동7가, 제일빌딩 장암칼스) 2층",126.909384747335,37.5256919322507,정좌표
67,968,인재육성형 중소기업,(주)리얼게인,박대영,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",서울특별시 성동구 성수이로10길 14 1103호 (에이스하이엔드성수타워),127.056789893963,37.5401312544661,정좌표
68,969,인재육성형 중소기업,㈜아스트로캠프,김승현,교육 서비스업,교육지원 서비스업,경기도 고양시 일산동구  중산로 306-174 (성석동),126.791047601252,37.7000648519532,정좌표
69,970,인재육성형 중소기업,주식회사 보듬컴퍼니,강형욱,기타 개인 서비스업,그 외 기타 개인 서비스업,"경기도 남양주시 와부읍 석실로260번길 13-58 (와부읍, 외 3필지)",127.22130015029,37.5975275326623,정좌표
70,971,인재육성형 중소기업,(주)진성아스타,황정옥,가구 제조업,가구 제조업,경기 안성시 원곡면 기업단지로 293-12 ,127.166503688777,37.0178162563379,정좌표
71,972,인재육성형 중소기업,(주)하나금속,김현진,1차 금속 제조업,1차 비철금속 제조업,인천 남동구 남동서로 321 11B 4L 남동공단 (남촌동),126.699550124164,37.4170492486849,정좌표
72,973,인재육성형 중소기업,(주)알앤디프로젝트,최남현,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,"대전광역시 유성구  대덕대로512번길 30 (도룡동, 마케팅공사) 113호",127.382250388306,36.3784188428077,정좌표
73,974,인재육성형 중소기업,제이앤밸류,김재홍,출판업,소프트웨어 개발 및 공급업,"대전광역시 유성구  반석로 14 (반석동, 웰지빌딩) 6층 603호",127.312964762585,36.3919097367822,정좌표
74,975,인재육성형 중소기업,(주)한국정보시스템,윤영호,출판업,소프트웨어 개발 및 공급업,"대전광역시 서구  만년로68번길 45 (만년동, 세영빌딩) 5층",127.380766484683,36.3658971765011,정좌표
75,976,인재육성형 중소기업,(주)씨에프씨테라메이트,문치원,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,부산광역시 기장군 정관읍 농공길 100 ,129.200337396841,35.3251679026349,정좌표
76,977,인재육성형 중소기업,㈜한국방재기술시험원,이종명,"건축기술, 엔지니어링 및 기타 과학기술 서비스업",기타 과학기술 서비스업,충청북도 음성군 맹동면 용두5길 14 (맹동면),127.55371614527,36.9072581214666,정좌표
77,978,인재육성형 중소기업,현대로오텍(주),노정규,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",광주 북구 첨단벤처소로62번길 20-7 (월출동),126.863061581074,35.2322632623887,정좌표
78,979,인재육성형 중소기업,(주)래트론,이충국,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,대전 대덕구 대덕대로1448번길 182 (신일동),127.412934353,36.4401132927913,정좌표
79,980,인재육성형 중소기업,(주)에이피엠엔지니어링,윤관훈,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","경기 부천시 송내대로 388 202동 801호,808호(약대동,부천테크노파크2단지)",126.762368242344,37.5173716052838,정좌표
80,981,인재육성형 중소기업,세종해운(주),한명수,창고 및 운송관련 서비스업,기타 운송관련 서비스업,서울 중구 세종대로18길 16 902 (북창동),126.978017519523,37.5635181422681,정좌표
81,982,인재육성형 중소기업,㈜밸류링크유,남영수,창고 및 운송관련 서비스업,기타 운송관련 서비스업,서울특별시 마포구  마포대로 19 (마포동) 1005호,126.944320361262,37.5390302094293,정좌표
82,983,인재육성형 중소기업,(주)네오마그네틱,김광환,도매 및 상품 중개업,상품 중개업,경기도 하남시  검단남로 21-10 (하산곡동),127.223368675171,37.517210296559,정좌표
83,984,인재육성형 중소기업,(주)케미탑,이찬구,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,충북 진천군 덕산면 산수산단2로 98 ((주)케미탑),128.188357336543,36.9055306968269,정좌표
